location,datetime,tempmax,humidity,solarradiation
padukka,2020-09-10,28.5,83.0,585.0
padukka,2020-09-11,28.6,79.0,593.0
padukka,2020-09-12,28.2,80.0,516.0
padukka,2020-09-13,27.1,85.0,414.0
padukka,2020-09-14,28.3,80.0,426.0
padukka,2020-09-15,27.4,89.0,574.0
padukka,2020-09-16,27.5,79.0,686.0
padukka,2020-09-17,28.6,82.0,641.0
padukka,2020-09-18,27.0,86.0,613.0
padukka,2020-09-19,28.5,77.0,652.0
padukka,2020-09-20,28.0,82.0,535.0
padukka,2020-09-21,27.1,84.0,466.0
padukka,2020-09-22,28.0,85.0,681.0
padukka,2020-09-23,28.9,81.0,765.0
padukka,2020-09-24,28.4,84.0,594.0
padukka,2020-09-25,28.1,85.0,732.0
padukka,2020-09-26,29.0,83.0,729.0
padukka,2020-09-27,29.5,69.0,818.0
padukka,2020-09-28,28.6,83.0,648.0
padukka,2020-09-29,27.8,82.0,508.0
padukka,2020-09-30,26.9,90.0,442.0
padukka,2020-10-01,29.3,67.0,811.0
padukka,2020-10-02,28.5,71.0,692.0
padukka,2020-10-03,28.9,80.0,764.0
padukka,2020-10-04,29.0,79.0,825.0
padukka,2020-10-05,29.2,68.0,858.0
padukka,2020-10-06,29.1,77.0,706.0
padukka,2020-10-07,29.5,66.0,862.0
padukka,2020-10-08,29.2,70.0,784.0
padukka,2020-10-09,28.2,84.0,563.0
padukka,2020-10-10,29.3,67.0,769.0
padukka,2020-10-11,27.6,83.0,557.0
padukka,2020-10-12,28.0,81.0,634.0
padukka,2020-10-13,28.8,73.0,667.0
padukka,2020-10-14,28.6,79.0,846.0
padukka,2020-10-15,27.5,89.0,580.0
padukka,2020-10-16,29.0,81.0,820.0
padukka,2020-10-17,29.0,69.0,891.0
padukka,2020-10-18,29.5,68.0,871.0
padukka,2020-10-19,29.2,70.0,771.0
padukka,2020-10-20,28.8,72.0,722.0
padukka,2020-10-21,28.6,76.0,633.0
padukka,2020-10-22,28.3,78.0,760.0
padukka,2020-10-23,28.8,82.0,693.0
padukka,2020-10-24,28.1,81.0,563.0
padukka,2020-10-25,29.6,75.0,757.0
padukka,2020-10-26,29.8,78.0,800.0
padukka,2020-10-27,29.5,81.0,770.0
padukka,2020-10-28,29.5,72.0,682.0
padukka,2020-10-29,29.2,78.0,734.0
padukka,2020-10-30,29.0,71.0,730.0
padukka,2020-10-31,29.2,71.0,693.0
padukka,2020-11-01,29.8,69.0,795.0
padukka,2020-11-02,29.9,65.0,781.0
padukka,2020-11-03,30.0,75.0,818.0
padukka,2020-11-04,30.5,63.0,758.0
padukka,2020-11-05,30.5,73.0,820.0
padukka,2020-11-06,29.9,71.0,666.0
padukka,2020-11-07,30.1,74.0,801.0
padukka,2020-11-08,29.6,77.0,610.0
padukka,2020-11-09,30.1,71.0,750.0
padukka,2020-11-10,30.1,75.0,670.0
padukka,2020-11-11,30.0,71.0,711.0
padukka,2020-11-12,31.0,68.0,882.0
padukka,2020-11-13,29.6,71.0,663.0
padukka,2020-11-14,30.8,71.0,779.0
padukka,2020-11-15,31.0,70.0,847.0
padukka,2020-11-16,29.7,72.0,609.0
padukka,2020-11-17,28.0,78.0,263.0
padukka,2020-11-18,30.0,69.0,716.0
padukka,2020-11-19,28.0,74.0,547.0
padukka,2020-11-20,29.7,76.0,700.0
padukka,2020-11-21,30.5,66.0,726.0
padukka,2020-11-22,29.2,68.0,598.0
padukka,2020-11-23,29.9,62.0,864.0
padukka,2020-11-24,28.4,84.0,698.0
padukka,2020-11-25,28.0,76.0,503.0
padukka,2020-11-26,29.2,67.0,760.0
padukka,2020-11-27,29.9,61.0,810.0
padukka,2020-11-28,30.4,60.0,780.0
padukka,2020-11-29,31.2,58.0,784.0
padukka,2020-11-30,31.0,62.0,729.0
padukka,2020-12-01,30.1,61.0,708.0
padukka,2020-12-02,25.6,89.0,182.0
padukka,2020-12-03,28.6,72.0,562.0
padukka,2020-12-04,28.9,71.0,565.0
padukka,2020-12-05,28.1,79.0,588.0
padukka,2020-12-06,29.9,66.0,792.0
padukka,2020-12-07,31.0,56.0,872.0
padukka,2020-12-08,30.0,68.0,784.0
padukka,2020-12-09,30.2,68.0,785.0
padukka,2020-12-10,30.0,69.0,668.0
padukka,2020-12-11,30.5,56.0,873.0
padukka,2020-12-12,30.4,57.0,768.0
padukka,2020-12-13,30.6,53.0,795.0
padukka,2020-12-14,30.2,52.0,733.0
padukka,2020-12-15,28.5,65.0,690.0
padukka,2020-12-16,28.5,68.0,545.0
padukka,2020-12-17,29.5,62.0,680.0
padukka,2020-12-18,29.6,65.0,765.0
padukka,2020-12-19,29.8,69.0,730.0
padukka,2020-12-20,28.5,76.0,566.0
padukka,2020-12-21,25.5,86.0,257.0
padukka,2020-12-22,25.6,87.0,188.0
padukka,2020-12-23,30.2,69.0,804.0
padukka,2020-12-24,28.6,72.0,751.0
padukka,2020-12-25,30.4,62.0,746.0
padukka,2020-12-26,29.4,62.0,835.0
padukka,2020-12-27,28.4,75.0,742.0
padukka,2020-12-28,29.1,75.0,748.0
padukka,2020-12-29,28.5,75.0,583.0
padukka,2020-12-30,30.5,60.0,746.0
padukka,2020-12-31,29.0,74.0,630.0
padukka,2021-01-01,28.8,75.0,630.0
padukka,2021-01-02,29.5,67.0,609.0
padukka,2021-01-03,29.9,74.0,615.0
padukka,2021-01-04,27.4,83.0,450.0
padukka,2021-01-05,29.0,77.0,685.0
padukka,2021-01-06,29.0,70.0,753.0
padukka,2021-01-07,30.7,63.0,769.0
padukka,2021-01-08,27.2,84.0,656.0
padukka,2021-01-09,28.4,78.0,525.0
padukka,2021-01-10,28.6,77.0,530.0
padukka,2021-01-11,27.4,82.0,460.0
padukka,2021-01-12,29.3,72.0,757.0
padukka,2021-01-13,28.5,78.0,535.0
padukka,2021-01-14,29.4,69.0,575.0
padukka,2021-01-15,27.5,78.0,554.0
padukka,2021-01-16,28.4,77.0,633.0
padukka,2021-01-17,29.6,71.0,799.0
padukka,2021-01-18,29.1,68.0,805.0
padukka,2021-01-19,29.2,63.0,709.0
padukka,2021-01-20,30.1,65.0,543.0
padukka,2021-01-21,29.5,71.0,711.0
padukka,2021-01-22,30.2,63.0,788.0
padukka,2021-01-23,30.5,53.0,756.0
padukka,2021-01-24,30.5,51.0,833.0
padukka,2021-01-25,30.6,57.0,726.0
padukka,2021-01-26,29.5,51.0,950.0
padukka,2021-01-27,30.2,50.0,913.0
padukka,2021-01-28,31.0,53.0,789.0
padukka,2021-01-29,27.9,75.0,391.0
padukka,2021-01-30,30.8,66.0,784.0
padukka,2021-01-31,30.0,69.0,717.0
padukka,2021-02-01,29.9,70.0,853.0
padukka,2021-02-02,30.7,62.0,823.0
padukka,2021-02-03,30.4,62.0,754.0
padukka,2021-02-04,31.2,52.0,717.0
padukka,2021-02-05,30.4,54.0,801.0
padukka,2021-02-06,30.1,60.0,751.0
padukka,2021-02-07,30.4,66.0,826.0
padukka,2021-02-08,30.4,61.0,764.0
padukka,2021-02-09,32.1,48.0,859.0
padukka,2021-02-10,31.5,51.0,833.0
padukka,2021-02-11,30.9,48.0,795.0
padukka,2021-02-12,31.9,49.0,946.0
padukka,2021-02-13,31.7,51.0,844.0
padukka,2021-02-14,31.9,52.0,833.0
padukka,2021-02-15,33.8,40.0,940.0
padukka,2021-02-16,31.5,54.0,886.0
padukka,2021-02-17,33.2,43.0,942.0
padukka,2021-02-18,31.5,53.0,925.0
padukka,2021-02-19,31.0,57.0,830.0
padukka,2021-02-20,31.5,60.0,877.0
padukka,2021-02-21,31.6,62.0,835.0
padukka,2021-02-22,33.1,54.0,820.0
padukka,2021-02-23,33.0,50.0,866.0
padukka,2021-02-24,32.1,53.0,880.0
padukka,2021-02-25,32.1,51.0,872.0
padukka,2021-02-26,32.0,53.0,853.0
padukka,2021-02-27,30.6,61.0,760.0
padukka,2021-02-28,33.4,44.0,855.0
padukka,2021-03-01,31.1,53.0,902.0
padukka,2021-03-02,33.5,41.0,958.0
padukka,2021-03-03,30.6,52.0,824.0
padukka,2021-03-04,33.5,40.0,815.0
padukka,2021-03-05,33.7,41.0,939.0
padukka,2021-03-06,33.7,45.0,880.0
padukka,2021-03-07,32.0,57.0,801.0
padukka,2021-03-08,31.1,65.0,717.0
padukka,2021-03-09,31.0,56.0,879.0
padukka,2021-03-10,31.8,58.0,857.0
padukka,2021-03-11,30.4,66.0,864.0
padukka,2021-03-12,31.6,56.0,885.0
padukka,2021-03-13,31.8,55.0,929.0
padukka,2021-03-14,31.8,59.0,908.0
padukka,2021-03-15,30.5,67.0,627.0
padukka,2021-03-16,31.3,59.0,836.0
padukka,2021-03-17,31.1,59.0,860.0
padukka,2021-03-18,30.6,58.0,688.0
padukka,2021-03-19,30.2,63.0,808.0
padukka,2021-03-20,29.9,63.0,711.0
padukka,2021-03-21,30.5,64.0,832.0
padukka,2021-03-22,30.9,63.0,872.0
padukka,2021-03-23,31.5,65.0,879.0
padukka,2021-03-24,29.9,67.0,530.0
padukka,2021-03-25,27.8,76.0,272.0
padukka,2021-03-26,30.9,61.0,880.0
padukka,2021-03-27,30.7,67.0,841.0
padukka,2021-03-28,29.0,73.0,544.0
padukka,2021-03-29,29.5,67.0,500.0
padukka,2021-03-30,31.0,65.0,956.0
padukka,2021-03-31,30.5,67.0,696.0
padukka,2021-04-01,30.7,66.0,910.0
padukka,2021-04-02,30.4,71.0,770.0
padukka,2021-04-03,30.8,63.0,944.0
padukka,2021-04-04,31.2,58.0,981.0
padukka,2021-04-05,31.9,60.0,912.0
padukka,2021-04-06,32.6,56.0,855.0
padukka,2021-04-07,32.2,51.0,1002.0
padukka,2021-04-08,30.5,65.0,823.0
padukka,2021-04-09,31.3,63.0,908.0
padukka,2021-04-10,31.9,60.0,941.0
padukka,2021-04-11,31.5,63.0,859.0
padukka,2021-04-12,31.6,62.0,890.0
padukka,2021-04-13,31.2,66.0,885.0
padukka,2021-04-14,30.6,70.0,894.0
padukka,2021-04-15,29.5,79.0,719.0
padukka,2021-04-16,29.9,74.0,764.0
padukka,2021-04-17,29.0,78.0,602.0
padukka,2021-04-18,29.6,78.0,853.0
padukka,2021-04-19,29.9,79.0,825.0
padukka,2021-04-20,29.9,78.0,725.0
padukka,2021-04-21,29.2,77.0,747.0
padukka,2021-04-22,30.4,72.0,674.0
padukka,2021-04-23,29.2,78.0,613.0
padukka,2021-04-24,30.6,79.0,827.0
padukka,2021-04-25,30.9,67.0,816.0
padukka,2021-04-26,30.9,72.0,718.0
padukka,2021-04-27,31.0,68.0,824.0
padukka,2021-04-28,30.8,71.0,820.0
padukka,2021-04-29,29.6,78.0,756.0
padukka,2021-04-30,30.6,75.0,745.0
padukka,2021-05-01,30.6,72.0,707.0
padukka,2021-05-02,31.4,71.0,821.0
padukka,2021-05-03,30.5,70.0,805.0
padukka,2021-05-04,29.4,72.0,738.0
padukka,2021-05-05,31.6,61.0,870.0
padukka,2021-05-06,30.8,72.0,809.0
padukka,2021-05-07,30.6,69.0,740.0
padukka,2021-05-08,30.8,66.0,872.0
padukka,2021-05-09,31.2,70.0,766.0
padukka,2021-05-10,30.9,76.0,765.0
padukka,2021-05-11,30.5,71.0,763.0
padukka,2021-05-12,28.5,80.0,529.0
padukka,2021-05-13,27.9,85.0,429.0
padukka,2021-05-14,30.0,79.0,599.0
padukka,2021-05-15,30.4,65.0,590.0
padukka,2021-05-16,29.5,77.0,464.0
padukka,2021-05-17,31.6,65.0,883.0
padukka,2021-05-18,31.1,73.0,829.0
padukka,2021-05-19,29.9,80.0,582.0
padukka,2021-05-20,29.6,82.0,707.0
padukka,2021-05-21,28.4,88.0,580.0
padukka,2021-05-22,29.5,75.0,747.0
padukka,2021-05-23,28.4,85.0,620.0
padukka,2021-05-24,27.9,88.0,570.0
padukka,2021-05-25,26.7,80.0,45.0
padukka,2021-05-26,28.6,70.0,398.0
padukka,2021-05-27,28.6,80.0,680.0
padukka,2021-05-28,29.1,78.0,659.0
padukka,2021-05-29,29.1,79.0,659.0
padukka,2021-05-30,29.6,69.0,785.0
padukka,2021-05-31,28.8,79.0,535.0
padukka,2021-06-01,29.4,76.0,705.0
padukka,2021-06-02,29.1,85.0,715.0
padukka,2021-06-03,29.1,80.0,759.0
padukka,2021-06-04,26.5,92.0,250.0
padukka,2021-06-05,27.5,81.0,582.0
padukka,2021-06-06,29.5,72.0,775.0
padukka,2021-06-07,29.2,82.0,656.0
padukka,2021-06-08,27.4,84.0,405.0
padukka,2021-06-09,28.8,76.0,569.0
padukka,2021-06-10,29.5,73.0,784.0
padukka,2021-06-11,29.5,70.0,840.0
padukka,2021-06-12,29.0,72.0,670.0
padukka,2021-06-13,28.4,84.0,477.0
padukka,2021-06-14,28.0,78.0,620.0
padukka,2021-06-15,29.5,69.0,858.0
padukka,2021-06-16,29.3,72.0,760.0
padukka,2021-06-17,29.5,75.0,741.0
padukka,2021-06-18,29.7,77.0,784.0
padukka,2021-06-19,30.1,72.0,822.0
padukka,2021-06-20,29.5,69.0,795.0
padukka,2021-06-21,29.2,71.0,670.0
padukka,2021-06-22,27.8,85.0,506.0
padukka,2021-06-23,27.1,88.0,526.0
padukka,2021-06-24,28.1,83.0,597.0
padukka,2021-06-25,29.5,68.0,822.0
padukka,2021-06-26,28.3,80.0,467.0
padukka,2021-06-27,28.6,77.0,550.0
padukka,2021-06-28,28.0,81.0,589.0
padukka,2021-06-29,29.0,72.0,679.0
padukka,2021-06-30,29.2,71.0,621.0
padukka,2021-07-01,27.9,86.0,623.0
padukka,2021-07-02,29.3,76.0,752.0
padukka,2021-07-03,28.8,79.0,668.0
padukka,2021-07-04,29.5,79.0,675.0
padukka,2021-07-05,29.4,74.0,663.0
padukka,2021-07-06,28.7,82.0,539.0
padukka,2021-07-07,28.5,80.0,752.0
padukka,2021-07-08,28.8,82.0,642.0
padukka,2021-07-09,27.0,84.0,614.0
padukka,2021-07-10,28.0,71.0,488.0
padukka,2021-07-11,29.0,68.0,681.0
padukka,2021-07-12,28.9,72.0,806.0
padukka,2021-07-13,29.2,71.0,784.0
padukka,2021-07-14,29.2,73.0,857.0
padukka,2021-07-15,29.2,72.0,742.0
padukka,2021-07-16,29.0,78.0,605.0
padukka,2021-07-17,29.8,71.0,733.0
padukka,2021-07-18,29.2,70.0,755.0
padukka,2021-07-19,29.5,69.0,877.0
padukka,2021-07-20,29.5,70.0,767.0
padukka,2021-07-21,29.1,72.0,682.0
padukka,2021-07-22,28.4,76.0,608.0
padukka,2021-07-23,27.4,87.0,433.0
padukka,2021-07-24,28.5,77.0,696.0
padukka,2021-07-25,28.4,82.0,660.0
padukka,2021-07-26,27.9,84.0,523.0
padukka,2021-07-27,29.5,70.0,826.0
padukka,2021-07-28,28.4,82.0,539.0
padukka,2021-07-29,29.0,70.0,736.0
padukka,2021-07-30,29.2,72.0,857.0
padukka,2021-07-31,28.9,73.0,761.0
padukka,2021-08-01,28.5,73.0,676.0
padukka,2021-08-02,28.1,83.0,611.0
padukka,2021-08-03,28.9,71.0,706.0
padukka,2021-08-04,28.9,81.0,738.0
padukka,2021-08-05,28.6,83.0,638.0
padukka,2021-08-06,28.0,81.0,671.0
padukka,2021-08-07,27.6,86.0,419.0
padukka,2021-08-08,26.4,87.0,276.0
padukka,2021-08-09,27.6,81.0,595.0
padukka,2021-08-10,28.3,75.0,591.0
padukka,2021-08-11,28.5,81.0,577.0
padukka,2021-08-12,26.9,86.0,410.0
padukka,2021-08-13,28.1,84.0,527.0
padukka,2021-08-14,28.7,74.0,721.0
padukka,2021-08-15,28.5,72.0,705.0
padukka,2021-08-16,28.9,73.0,803.0
padukka,2021-08-17,27.9,78.0,744.0
padukka,2021-08-18,28.5,82.0,704.0
padukka,2021-08-19,29.1,70.0,803.0
padukka,2021-08-20,29.1,70.0,777.0
padukka,2021-08-21,28.1,84.0,625.0
padukka,2021-08-22,29.0,74.0,665.0
padukka,2021-08-23,29.8,66.0,896.0
padukka,2021-08-24,29.2,77.0,796.0
padukka,2021-08-25,28.3,85.0,660.0
padukka,2021-08-26,28.5,84.0,774.0
padukka,2021-08-27,28.5,81.0,640.0
padukka,2021-08-28,28.1,80.0,633.0
padukka,2021-08-29,27.1,83.0,379.0
padukka,2021-08-30,28.1,82.0,582.0
padukka,2021-08-31,29.5,71.0,877.0
padukka,2021-09-01,28.9,79.0,766.0
padukka,2021-09-02,27.4,85.0,435.0
padukka,2021-09-03,27.8,84.0,597.0
padukka,2021-09-04,28.0,82.0,635.0
padukka,2021-09-05,27.7,80.0,662.0
padukka,2021-09-06,27.2,83.0,511.0
padukka,2021-09-07,29.0,75.0,801.0
padukka,2021-09-08,29.0,80.0,757.0
padukka,2021-09-09,29.9,63.0,986.0
padukka,2021-09-10,28.4,82.0,583.0
padukka,2021-09-11,29.5,70.0,901.0
padukka,2021-09-12,29.5,63.0,865.0
padukka,2021-09-13,29.1,78.0,758.0
padukka,2021-09-14,28.9,83.0,716.0
padukka,2021-09-15,28.1,87.0,563.0
padukka,2021-09-16,27.9,83.0,527.0
padukka,2021-09-17,28.1,82.0,546.0
padukka,2021-09-18,28.9,83.0,646.0
padukka,2021-09-19,29.5,83.0,736.0
padukka,2021-09-20,29.6,77.0,658.0
padukka,2021-09-21,28.6,84.0,752.0
padukka,2021-09-22,30.1,68.0,918.0
padukka,2021-09-23,29.5,73.0,768.0
padukka,2021-09-24,29.5,80.0,597.0
padukka,2021-09-25,28.5,79.0,481.0
padukka,2021-09-26,27.4,84.0,239.0
padukka,2021-09-27,28.9,66.0,624.0
padukka,2021-09-28,26.6,87.0,319.0
padukka,2021-09-29,29.7,68.0,786.0
padukka,2021-09-30,28.4,84.0,504.0
padukka,2021-10-01,26.2,91.0,293.0
padukka,2021-10-02,29.4,75.0,814.0
padukka,2021-10-03,28.1,78.0,624.0
padukka,2021-10-04,27.9,88.0,642.0
padukka,2021-10-05,27.1,88.0,525.0
padukka,2021-10-06,27.9,79.0,514.0
padukka,2021-10-07,29.5,75.0,840.0
padukka,2021-10-08,28.7,79.0,741.0
padukka,2021-10-09,29.4,70.0,820.0
padukka,2021-10-10,28.5,80.0,488.0
padukka,2021-10-11,27.5,85.0,571.0
padukka,2021-10-12,29.8,73.0,836.0
padukka,2021-10-13,29.6,70.0,926.0
padukka,2021-10-14,29.4,76.0,895.0
padukka,2021-10-15,29.4,75.0,763.0
padukka,2021-10-16,29.0,76.0,648.0
padukka,2021-10-17,29.8,64.0,937.0
padukka,2021-10-18,29.1,71.0,867.0
padukka,2021-10-19,29.6,69.0,844.0
padukka,2021-10-20,29.4,74.0,691.0
padukka,2021-10-21,28.6,74.0,674.0
padukka,2021-10-22,29.4,73.0,806.0
padukka,2021-10-23,29.7,67.0,892.0
padukka,2021-10-24,28.9,72.0,788.0
padukka,2021-10-25,29.6,75.0,835.0
padukka,2021-10-26,29.3,74.0,795.0
padukka,2021-10-27,29.4,66.0,545.0
padukka,2021-10-28,28.4,73.0,517.0
padukka,2021-10-29,27.3,83.0,616.0
padukka,2021-10-30,28.2,76.0,674.0
padukka,2021-10-31,29.5,73.0,770.0
padukka,2021-11-01,26.8,87.0,445.0
padukka,2021-11-02,29.6,70.0,747.0
padukka,2021-11-03,28.4,77.0,723.0
padukka,2021-11-04,29.0,77.0,830.0
padukka,2021-11-05,27.5,78.0,387.0
padukka,2021-11-06,27.3,82.0,580.0
padukka,2021-11-07,26.1,86.0,398.0
padukka,2021-11-08,25.0,89.0,370.0
padukka,2021-11-09,28.7,76.0,860.0
padukka,2021-11-10,27.2,79.0,449.0
padukka,2021-11-11,28.4,74.0,527.0
padukka,2021-11-12,28.6,73.0,735.0
padukka,2021-11-13,29.4,67.0,857.0
padukka,2021-11-14,27.3,83.0,375.0
padukka,2021-11-15,26.4,89.0,510.0
padukka,2021-11-16,27.2,84.0,477.0
padukka,2021-11-17,27.8,78.0,485.0
padukka,2021-11-18,28.0,81.0,607.0
padukka,2021-11-19,27.5,80.0,633.0
padukka,2021-11-20,29.4,68.0,820.0
padukka,2021-11-21,29.5,60.0,918.0
padukka,2021-11-22,30.2,61.0,818.0
padukka,2021-11-23,30.4,70.0,742.0
padukka,2021-11-24,27.6,81.0,358.0
padukka,2021-11-25,25.9,83.0,176.0
padukka,2021-11-26,29.0,75.0,768.0
padukka,2021-11-27,29.4,75.0,684.0
padukka,2021-11-28,28.8,76.0,750.0
padukka,2021-11-29,26.1,88.0,448.0
padukka,2021-11-30,30.0,69.0,778.0
padukka,2021-12-01,30.5,61.0,845.0
padukka,2021-12-02,29.0,75.0,712.0
padukka,2021-12-03,29.2,71.0,767.0
padukka,2021-12-04,29.1,74.0,627.0
padukka,2021-12-05,30.1,71.0,826.0
padukka,2021-12-06,29.6,71.0,711.0
padukka,2021-12-07,31.8,56.0,712.0
padukka,2021-12-08,30.7,61.0,813.0
padukka,2021-12-09,30.2,70.0,818.0
padukka,2021-12-10,30.8,60.0,705.0
padukka,2021-12-11,30.6,64.0,795.0
padukka,2021-12-12,29.4,70.0,758.0
padukka,2021-12-13,28.0,80.0,469.0
padukka,2021-12-14,29.8,69.0,713.0
padukka,2021-12-15,27.5,81.0,473.0
padukka,2021-12-16,30.7,65.0,805.0
padukka,2021-12-17,29.9,62.0,830.0
padukka,2021-12-18,30.1,65.0,800.0
padukka,2021-12-19,30.2,62.0,798.0
padukka,2021-12-20,31.6,53.0,569.0
padukka,2021-12-21,29.9,65.0,821.0
padukka,2021-12-22,31.3,55.0,699.0
padukka,2021-12-23,30.3,60.0,716.0
padukka,2021-12-24,31.2,42.0,792.0
padukka,2021-12-25,30.2,49.0,804.0
padukka,2021-12-26,29.3,59.0,759.0
padukka,2021-12-27,30.6,52.0,718.0
padukka,2021-12-28,32.0,47.0,629.0
padukka,2021-12-29,32.5,49.0,564.0
padukka,2021-12-30,30.4,65.0,804.0
padukka,2021-12-31,30.1,64.0,710.0
padukka,2022-01-01,31.0,64.0,826.0
padukka,2022-01-02,30.9,63.0,838.0
padukka,2022-01-03,31.1,63.0,824.0
padukka,2022-01-04,30.4,63.0,819.0
padukka,2022-01-05,29.8,68.0,770.0
padukka,2022-01-06,31.3,60.0,712.0
padukka,2022-01-07,30.8,61.0,783.0
padukka,2022-01-08,31.2,56.0,720.0
padukka,2022-01-09,31.3,60.0,801.0
padukka,2022-01-10,27.6,74.0,408.0
padukka,2022-01-11,31.4,56.0,815.0
padukka,2022-01-12,30.5,64.0,805.0
padukka,2022-01-13,30.5,63.0,805.0
padukka,2022-01-14,30.5,69.0,844.0
padukka,2022-01-15,30.8,67.0,738.0
padukka,2022-01-16,31.4,60.0,791.0
padukka,2022-01-17,30.8,62.0,831.0
padukka,2022-01-18,31.5,55.0,880.0
padukka,2022-01-19,32.1,43.0,904.0
padukka,2022-01-20,32.1,29.0,858.0
padukka,2022-01-21,32.4,33.0,933.0
padukka,2022-01-22,31.8,46.0,932.0
padukka,2022-01-23,30.5,53.0,926.0
padukka,2022-01-24,31.1,49.0,898.0
padukka,2022-01-25,29.6,57.0,849.0
padukka,2022-01-26,30.7,47.0,867.0
padukka,2022-01-27,33.0,37.0,832.0
padukka,2022-01-28,32.0,47.0,903.0
padukka,2022-01-29,32.4,49.0,906.0
padukka,2022-01-30,32.8,48.0,855.0
padukka,2022-01-31,30.7,63.0,689.0
padukka,2022-02-01,32.8,46.0,832.0
padukka,2022-02-02,30.5,59.0,853.0
padukka,2022-02-03,30.1,61.0,900.0
padukka,2022-02-04,31.2,54.0,964.0
padukka,2022-02-05,32.2,49.0,951.0
padukka,2022-02-06,32.5,42.0,971.0
padukka,2022-02-07,33.1,44.0,700.0
padukka,2022-02-08,33.5,31.0,751.0
padukka,2022-02-09,32.5,47.0,836.0
padukka,2022-02-10,31.1,53.0,799.0
padukka,2022-02-11,31.4,59.0,829.0
padukka,2022-02-12,31.0,63.0,854.0
padukka,2022-02-13,28.9,71.0,813.0
padukka,2022-02-14,31.9,57.0,844.0
padukka,2022-02-15,31.2,48.0,956.0
padukka,2022-02-16,31.8,44.0,872.0
padukka,2022-02-17,32.8,35.0,874.0
padukka,2022-02-18,31.4,55.0,908.0
padukka,2022-02-19,31.0,58.0,716.0
padukka,2022-02-20,31.5,59.0,891.0
padukka,2022-02-21,32.0,56.0,833.0
padukka,2022-02-22,32.0,53.0,940.0
padukka,2022-02-23,32.3,48.0,996.0
padukka,2022-02-24,32.1,58.0,884.0
padukka,2022-02-25,32.5,56.0,923.0
padukka,2022-02-26,31.5,64.0,904.0
padukka,2022-02-27,32.5,49.0,762.0
padukka,2022-02-28,33.5,41.0,891.0
padukka,2022-03-01,33.6,44.0,796.0
padukka,2022-03-02,32.9,46.0,887.0
padukka,2022-03-03,33.5,46.0,821.0
padukka,2022-03-04,31.5,56.0,807.0
padukka,2022-03-05,31.4,55.0,763.0
padukka,2022-03-06,33.8,42.0,935.0
padukka,2022-03-07,33.3,47.0,950.0
padukka,2022-03-08,33.0,53.0,925.0
padukka,2022-03-09,33.0,47.0,910.0
padukka,2022-03-10,32.8,46.0,979.0
padukka,2022-03-11,33.2,46.0,968.0
padukka,2022-03-12,31.8,59.0,899.0
padukka,2022-03-13,32.8,56.0,904.0
padukka,2022-03-14,31.8,57.0,830.0
padukka,2022-03-15,31.6,57.0,879.0
padukka,2022-03-16,30.6,55.0,799.0
padukka,2022-03-17,29.2,73.0,688.0
padukka,2022-03-18,30.5,67.0,877.0
padukka,2022-03-19,29.5,70.0,788.0
padukka,2022-03-20,29.9,70.0,800.0
padukka,2022-03-21,30.9,65.0,907.0
padukka,2022-03-22,31.1,65.0,925.0
padukka,2022-03-23,30.2,67.0,816.0
padukka,2022-03-24,29.8,66.0,607.0
padukka,2022-03-25,30.2,67.0,797.0
padukka,2022-03-26,31.5,58.0,887.0
padukka,2022-03-27,32.9,51.0,977.0
padukka,2022-03-28,32.3,59.0,940.0
padukka,2022-03-29,31.8,58.0,919.0
padukka,2022-03-30,31.1,65.0,803.0
padukka,2022-03-31,30.4,70.0,832.0
padukka,2022-04-01,31.7,63.0,932.0
padukka,2022-04-02,31.4,61.0,712.0
padukka,2022-04-03,31.5,63.0,939.0
padukka,2022-04-04,31.7,62.0,873.0
padukka,2022-04-05,31.0,67.0,930.0
padukka,2022-04-06,30.0,69.0,877.0
padukka,2022-04-07,30.6,69.0,902.0
padukka,2022-04-08,27.5,83.0,358.0
padukka,2022-04-09,29.0,73.0,783.0
padukka,2022-04-10,28.3,77.0,767.0
padukka,2022-04-11,29.9,71.0,850.0
padukka,2022-04-12,30.2,74.0,801.0
padukka,2022-04-13,30.1,72.0,837.0
padukka,2022-04-14,30.4,71.0,922.0
padukka,2022-04-15,31.1,69.0,908.0
padukka,2022-04-16,30.7,67.0,791.0
padukka,2022-04-17,30.8,69.0,891.0
padukka,2022-04-18,30.6,71.0,876.0
padukka,2022-04-19,28.4,79.0,448.0
padukka,2022-04-20,31.1,71.0,914.0
padukka,2022-04-21,30.4,72.0,688.0
padukka,2022-04-22,29.6,76.0,697.0
padukka,2022-04-23,30.0,71.0,619.0
padukka,2022-04-24,31.1,65.0,904.0
padukka,2022-04-25,30.2,74.0,831.0
padukka,2022-04-26,31.1,68.0,721.0
padukka,2022-04-27,31.5,71.0,898.0
padukka,2022-04-28,31.4,68.0,928.0
padukka,2022-04-29,31.1,68.0,838.0
padukka,2022-04-30,30.9,72.0,860.0
padukka,2022-05-01,30.6,65.0,793.0
padukka,2022-05-02,30.9,72.0,880.0
padukka,2022-05-03,30.6,76.0,673.0
padukka,2022-05-04,29.9,72.0,566.0
padukka,2022-05-05,28.9,78.0,521.0
padukka,2022-05-06,29.8,74.0,634.0
padukka,2022-05-07,30.8,66.0,881.0
padukka,2022-05-08,31.1,71.0,836.0
padukka,2022-05-09,29.5,79.0,546.0
